"Reaction URL","Product Page","SMILES #","Data"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","0","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #0

REACTANTS:
OC[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C

SOLVENT/REAGENTS:
ClCCl.C(C)(=O)OI1(OC(C2=C1C=CC=C2)=O)(OC(C)=O)OC(C)=O.C(O)([O-])=O.[Na+]

PRODUCT:
O=C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
OC[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C>ClCCl.C(C)(=O)OI1(OC(C2=C1C=CC=C2)=O)(OC(C)=O)OC(C)=O.C(O)([O-])=O.[Na+]>O=C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","1","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #1

REACTANTS:
[Cl-].COC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.O=C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C

SOLVENT/REAGENTS:
C1CCCO1.Cl.C[Si](C)(C)[N-][Si](C)(C)C.[Li+]

PRODUCT:
C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=O)C)C(=O)OC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
[Cl-].COC[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.O=C[C@@H]1[C@]2(CCC[C@]([C@@H]2CCC1=C)(C(=O)OC)C)C>C1CCCO1.Cl.C[Si](C)(C)[N-][Si](C)(C)C.[Li+]>C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=O)C)C(=O)OC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","2","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #2

REACTANTS:
C1(=CC=CC=C1)P(=C(C=O)C)(C1=CC=CC=C1)C1=CC=CC=C1.C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=O)C)C(=O)OC

SOLVENT/REAGENTS:
C1(=CC=CC=C1)C

PRODUCT:
C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=C(C=O)/C)C)C(=O)OC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C1(=CC=CC=C1)P(=C(C=O)C)(C1=CC=CC=C1)C1=CC=CC=C1.C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=O)C)C(=O)OC>C1(=CC=CC=C1)C>C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=C(C=O)/C)C)C(=O)OC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","3","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #3

REACTANTS:
[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=C(C=O)/C)C)C(=O)OC

SOLVENT/REAGENTS:
CC(C)(C)[O-].[K+].C1CCCO1.[Cl-].[NH4+]

PRODUCT:
COC(=O)[C@@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=C(C=C)/C)C)C

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
[Br-].C[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.C[C@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=C(C=O)/C)C)C(=O)OC>CC(C)(C)[O-].[K+].C1CCCO1.[Cl-].[NH4+]>COC(=O)[C@@]1(CCC[C@@]2([C@H](C(CC[C@@H]12)=C)CC=C(C=C)/C)C)C

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","4","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #4

REACTANTS:
C(C)(C)C=1C(=CC=C(C1OC)OC)OC

SOLVENT/REAGENTS:
ClCCl.C1(=CC=C(C=C1)S(=O)(=O)O)C.IN1C(CCC1=O)=O.[O-]S(=O)(=S)[O-].[Na+].[Na+]

PRODUCT:
IC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C)(C)C=1C(=CC=C(C1OC)OC)OC>ClCCl.C1(=CC=C(C=C1)S(=O)(=O)O)C.IN1C(CCC1=O)=O.[O-]S(=O)(=S)[O-].[Na+].[Na+]>IC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","5","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #5

REACTANTS:
C(C1=CC=CC=C1)OC[C@@]1(O[C@H]1CCC(=CC=C)C)C.IC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC

SOLVENT/REAGENTS:
C1CCCO1.[OH-].[Na+].B1C2CCCC1CCC2.ClCCl.[Pd](Cl)Cl.C1(=CC=CC=C1)P(C1=CC=CC=C1)[C-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2].C1(=CC=CC=C1)P(C1=CC=CC=C1)[C-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2]

PRODUCT:
C(C1=CC=CC=C1)OC[C@@]1(O[C@H]1CCC(=CCCC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC)C)C

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C1=CC=CC=C1)OC[C@@]1(O[C@H]1CCC(=CC=C)C)C.IC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC>C1CCCO1.[OH-].[Na+].B1C2CCCC1CCC2.ClCCl.[Pd](Cl)Cl.C1(=CC=CC=C1)P(C1=CC=CC=C1)[C-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2].C1(=CC=CC=C1)P(C1=CC=CC=C1)[C-]1C=CC=C1.[CH-]1C=CC=C1.[Fe+2]>C(C1=CC=CC=C1)OC[C@@]1(O[C@H]1CCC(=CCCC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC)C)C

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","6","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #6

REACTANTS:
C(C1=CC=CC=C1)OC[C@@]1(O[C@H]1CCC(=CCCC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC)C)C

SOLVENT/REAGENTS:
ClCCl.C(O)([O-])=O.[Na+].B(F)(F)F.CCOCC

PRODUCT:
C(C1=CC=CC=C1)OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C.C(C1=CC=CC=C1)OC[C@@]1([C@H](CCC(=C1CCC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC)C)O)C

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C1=CC=CC=C1)OC[C@@]1(O[C@H]1CCC(=CCCC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC)C)C>ClCCl.C(O)([O-])=O.[Na+].B(F)(F)F.CCOCC>C(C1=CC=CC=C1)OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C.C(C1=CC=CC=C1)OC[C@@]1([C@H](CCC(=C1CCC1=C(C(=C(C(=C1)OC)OC)C(C)C)OC)C)O)C

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","7","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #7

REACTANTS:
C(C1=CC=CC=C1)OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C

SOLVENT/REAGENTS:
CO[H].[Pd]C

PRODUCT:
OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C1=CC=CC=C1)OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C>CO[H].[Pd]C>OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","8","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #8

REACTANTS:
CI.C(=S)=S.OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C

SOLVENT/REAGENTS:
C1CCCO1.[H-].[Na+]

PRODUCT:
C(OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)OC(=S)SC)C)(=S)SC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
CI.C(=S)=S.OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)O)C>C1CCCO1.[H-].[Na+]>C(OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)OC(=S)SC)C)(=S)SC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","2","9","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #9

REACTANTS:
C(OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)OC(=S)SC)C)(=S)SC

SOLVENT/REAGENTS:
C1(=CC=CC=C1)C.CC(C)(C#N)/N=N/C(C)(C)C#N.C(CCC)[SnH](CCCC)CCCC

PRODUCT:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3CCC2=C1OC)(C)C)C)OC)OC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(OC[C@@]1([C@H](CC[C@@]2(C3=C(C(=C(C(=C3CC[C@@H]12)OC)C(C)C)OC)OC)C)OC(=S)SC)C)(=S)SC>C1(=CC=CC=C1)C.CC(C)(C#N)/N=N/C(C)(C)C#N.C(CCC)[SnH](CCCC)CCCC>C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3CCC2=C1OC)(C)C)C)OC)OC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","3","0","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #0

REACTANTS:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3CCC2=C1OC)(C)C)C)OC)OC

SOLVENT/REAGENTS:
ClCCl.[O-2].[O-2].[O-2].[Cr+6].CC1=NNC(=C1)C

PRODUCT:
C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3CCC2=C1OC)(C)C)C)OC)OC>ClCCl.[O-2].[O-2].[O-2].[Cr+6].CC1=NNC(=C1)C>C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","3","1","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #1

REACTANTS:
C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC

SOLVENT/REAGENTS:
CC#N.C1CCC2=NCCCN2CC1.C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)N=[N+]=[N-]

PRODUCT:
[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C)(C)C1=C(C=C2[C@]3(CCCC([C@@H]3CC(C2=C1)=O)(C)C)C)OC>CC#N.C1CCC2=NCCCN2CC1.C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)N=[N+]=[N-]>[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","3","2","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #2

REACTANTS:
C(C1=CC=CC=C1)O.[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O

SOLVENT/REAGENTS:
N1=C(C=C(C=C1C)C)C

PRODUCT:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C(=O)OCC1=CC=CC=C1)(C)C)C)OC)OC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C1=CC=CC=C1)O.[N+](=[N-])=C1C(C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC)=O>N1=C(C=C(C=C1C)C)C>C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C(=O)OCC1=CC=CC=C1)(C)C)C)OC)OC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","3","3","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #3

REACTANTS:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C=O)(C)C)C)OC)OC

SOLVENT/REAGENTS:
ClCCl.ClC=1C=C(C(=O)OO)C=CC1.C(O)([O-])=O.[Na+]

PRODUCT:
C(=O)O[C@@H]1C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)C=O)(C)C)C)OC)OC>ClCCl.ClC=1C=C(C(=O)OO)C=CC1.C(O)([O-])=O.[Na+]>C(=O)O[C@@H]1C2=C(C(=C(C(=C2[C@]2(CCCC([C@H]12)(C)C)C)OC)OC)C(C)C)OC

======================================================================"
"https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0","3","4","REACTION URL: https://kmt.vander-lingen.nl/data/reaction/doi/10.1021/jacsau.4c01276/start/0

SMILES #4

REACTANTS:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)O)(C)C)C)OC)OC

SOLVENT/REAGENTS:
CC#N.O.[N+](=O)([O-])[O-].[NH4+].[Ce+4].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-]

PRODUCT:
O[C@H]1[C@H]2C(CCC[C@@]2(C=2C(C(=C(C(C12)=O)C(C)C)OC)=O)C)(C)C

MODAL TITLE:
Reaction Smiles

MODAL CONTENT:
C(C)(C)C1=C(C(=C2[C@]3(CCCC([C@@H]3[C@@H](C2=C1OC)O)(C)C)C)OC)OC>CC#N.O.[N+](=O)([O-])[O-].[NH4+].[Ce+4].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-]>O[C@H]1[C@H]2C(CCC[C@@]2(C=2C(C(=C(C(C12)=O)C(C)C)OC)=O)C)(C)C

======================================================================"
